movie_id,name,cleaned_genre,year,summary
2096,Sleeping Beauty ,"Animation,Children's,Musical",1959,"Sleeping Beauty is a classic Disney fairy tale filled with enchanting animation, memorable characters, and a timeless story of love and true happiness."
2097,Something Wicked This Way Comes ,"Children's,Horror",1983,"""Something Wicked This Way Comes"" (1983) is a haunting and atmospheric fantasy film about two boys who encounter a malevolent carnival that preys on their deepest fears."
2098,Son of Flubber ,"Children's,Comedy",1963,"""Son of Flubber is a lighthearted and entertaining 1963 comedy sequel that follows the misadventures of a scientist and his gravity-defying invention."""
2099,Song of the South ,"Adventure,Animation,Children's,Musical",1946,"""Song of the South"" is a controversial live-action/animated musical that tells the heartwarming story of a young boy's adventures with animated characters in the post-Civil War South."
2100,Splash ,"Comedy,Fantasy,Romance",1984,"Splash (1984) is a charming romantic comedy about a man who falls in love with a mermaid, leading to hilarious and heartwarming adventures."
2101,Squanto: A Warrior's Tale ,"Adventure,Drama",1994,"""Squanto: A Warrior's Tale"" is a heartfelt historical drama that tells the inspiring story of Squanto, a Native American who overcomes adversity and helps bridge cultures."
2102,Steamboat Willie ,"Animation,Children's,Comedy,Musical",1940,"""Steamboat Willie, released in 1940, is a classic animated short film featuring Mickey Mouse and his misadventures on a steamboat."""
2103,Tall Tale ,"Adventure,Children's",1994,"""Tall Tale (1994) is a family adventure film that combines folklore and fantasy, following a young boy who encounters legendary American heroes in the Wild West."""
2104,Tex ,Drama,1982,"""Tex (1982) is a heartfelt coming-of-age drama about two brothers navigating the challenges of adolescence and family dynamics in rural Texas."""
2105,Tron ,"Action,Adventure,Fantasy,Sci-Fi",1982,"""Tron (1982) is a visually stunning sci-fi adventure that takes viewers on a thrilling journey inside a computer world filled with high-stakes games and futuristic battles."""
2106,Swing Kids ,"Drama,War",1993,"""Swing Kids (1993) is a powerful drama set in Nazi Germany, following a group of rebellious teenagers who find solace and freedom in swing music."""
2107,Halloween: H20 ,"Horror,Thriller",1998,Halloween: H20 (1998) is a thrilling slasher film that brings back the iconic Michael Myers as he terrorizes his sister on Halloween night.
2108,L.A. Story ,"Comedy,Romance",1991,"""L.A. Story"" is a whimsical romantic comedy set in Los Angeles, where a weatherman falls in love with a British journalist amidst the eccentricities of the city."
2109,"Jerk, The ",Comedy,1979,"""The Jerk"" is a hilarious comedy starring Steve Martin as an idiotic but lovable man who goes on a wild and absurd journey to find his place in the world."
2110,Dead Men Don't Wear Plaid ,"Comedy,Crime,Thriller",1982,"""Dead Men Don't Wear Plaid"" is a clever and hilarious film noir parody that seamlessly integrates classic footage with new scenes, creating a unique and entertaining detective story."
2111,"Man with Two Brains, The ",Comedy,1983,"""Man with Two Brains"" is a hilarious 1983 comedy about a brilliant neurosurgeon who falls in love with a brain in a jar."
2112,Grand Canyon ,"Crime,Drama",1991,"Grand Canyon (1991) is a thought-provoking drama that explores the interconnected lives of diverse characters in Los Angeles, highlighting themes of redemption and human connection."
2113,Graveyard Shift ,"Horror,Thriller",1990,"""Graveyard Shift (1990) is a horror film based on Stephen King's short story, following workers in a textile mill who encounter a terrifying creature lurking in the basement."""
2114,"Outsiders, The ",Drama,1983,The Outsiders (1983) is a gripping coming-of-age drama that explores the intense rivalry between two groups of teenagers from different social classes.
2115,Indiana Jones and the Temple of Doom ,"Action,Adventure",1984,Indiana Jones embarks on a thrilling adventure to rescue enslaved children and recover a sacred stone from an evil cult in this action-packed sequel.
2116,"Lord of the Rings, The ","Adventure,Animation,Children's,Sci-Fi",1978,"An animated adaptation of J.R.R. Tolkien's epic fantasy novel, The Lord of the Rings, featuring stunning visuals and a captivating story of good versus evil."
2117,Nineteen Eighty-Four ,"Drama,Sci-Fi",1984,"""Nineteen Eighty-Four is a dystopian masterpiece that chillingly depicts a totalitarian society where individuality is crushed and Big Brother reigns supreme."""
2118,"Dead Zone, The ","Horror,Thriller",1983,"""Dead Zone"" (1983) is a gripping psychological thriller directed by David Cronenberg, based on Stephen King's novel, exploring the consequences of psychic abilities in a man's life."
2119,Maximum Overdrive ,Horror,1986,"""Maximum Overdrive (1986) is a chaotic and over-the-top horror film directed by Stephen King, where machines come to life and terrorize humanity."""
2120,Needful Things ,"Drama,Horror",1993,"""Needful Things (1993) is a thrilling horror film based on Stephen King's novel, where a mysterious shop owner manipulates the residents of a small town with deadly consequences."""
2121,Cujo ,"Horror,Thriller",1983,"Cujo is a gripping horror film based on Stephen King's novel, featuring a rabid St. Bernard dog terrorizing a mother and her son trapped in a car."
2122,Children of the Corn ,"Horror,Thriller",1984,"""Children of the Corn (1984) is a chilling horror film about a couple who stumble upon a sinister cult of children in a small Nebraska town."""
2123,All Dogs Go to Heaven ,"Animation,Children's",1989,"""All Dogs Go to Heaven"" is a heartwarming animated film about a lovable canine who returns from heaven to seek redemption and save his friends."
2124,"Addams Family, The ",Comedy,1991,"""The Addams Family (1991) is a delightfully macabre and darkly humorous film that brings the iconic characters to life with impeccable casting and witty storytelling."""
2125,Ever After: A Cinderella Story ,"Drama,Romance",1998,"Ever After: A Cinderella Story is a charming and refreshing retelling of the classic fairy tale, with Drew Barrymore delivering a captivating performance."
2126,Snake Eyes ,"Action,Crime,Mystery,Thriller",1998,"Snake Eyes (1998) is a thrilling crime mystery directed by Brian De Palma, starring Nicolas Cage as a corrupt detective caught in a web of conspiracy and murder."
2127,"First Love, Last Rites ","Drama,Romance",1997,"""First Love, Last Rites (1997) is a haunting and provocative drama that explores the dark and twisted nature of a forbidden relationship."""
2128,Safe Men ,Comedy,1998,"""Safe Men"" is a hilarious crime comedy about two bumbling singers mistaken for safecrackers, leading them into a world of chaos and unexpected adventures."
2129,"Saltmen of Tibet, The ",Documentary,1997,"""Saltmen of Tibet (1997) is a visually stunning documentary that explores the ancient traditions and spiritual journey of Tibetan salt miners."""
2130,Atlantic City ,"Crime,Drama,Romance",1980,"""Atlantic City (1980) is a captivating drama that explores the intersecting lives of a small-time criminal and a young woman seeking a better life."""
2131,Autumn Sonata (Höstsonaten ) ,Drama,1978,"Autumn Sonata is a powerful and emotionally charged drama directed by Ingmar Bergman, exploring the complex relationship between a mother and daughter."
2132,Who's Afraid of Virginia Woolf? ,Drama,1966,"""Who's Afraid of Virginia Woolf?"" is a gripping and intense drama that explores the toxic dynamics of a troubled marriage, featuring powerful performances and sharp dialogue."
2133,Adventures in Babysitting ,"Adventure,Comedy",1987,"""Adventures in Babysitting is a hilarious and thrilling 1980s comedy that follows a babysitter and her charges on a wild night of misadventures in the city."""
2134,Weird Science ,Comedy,1985,"""Weird Science (1985) is a hilarious and outrageous comedy about two nerdy teenagers who create the perfect woman using their computer, leading to wild and unexpected adventures."""
2135,Doctor Dolittle ,"Adventure,Musical",1967,"""Doctor Dolittle (1967) is a whimsical musical adventure about a doctor who can talk to animals, embarking on a journey to save a seal."""
2136,"Nutty Professor, The ",Comedy,1963,The Nutty Professor (1963) is a hilarious comedy about a socially awkward professor who invents a potion that transforms him into a suave ladies' man.
2137,Charlotte's Web ,"Animation,Children's",1973,"""Charlotte's Web (1973) is a heartwarming animated film that beautifully captures the friendship between a spider and a pig, teaching valuable life lessons along the way."""
2138,Watership Down ,"Animation,Children's,Drama,Fantasy",1978,Watership Down (1978) is an animated adventure film about a group of rabbits who embark on a perilous journey to find a new home.
2139,"Secret of NIMH, The ","Animation,Children's",1982,Secret of NIMH (1982) is a captivating animated film about a brave mouse who embarks on a perilous journey to save her family.
2140,"Dark Crystal, The ","Children's,Fantasy,Sci-Fi",1982,Dark Crystal is a visually stunning and dark fantasy film that follows a young hero's quest to restore balance to a mystical world.
2141,"American Tail, An ","Animation,Children's,Comedy",1986,"""An American Tail (1986) is a heartwarming animated adventure that follows the journey of a young mouse named Fievel as he searches for his family in America."""
2142,"American Tail: Fievel Goes West, An ","Animation,Children's,Comedy",1991,"""American Tail: Fievel Goes West"" is a heartwarming animated adventure that follows Fievel Mousekewitz as he embarks on a journey to the Wild West in search of a better life."
2143,Legend ,"Adventure,Fantasy,Romance",1985,"""Legend, directed by Ridley Scott, is a visually stunning fantasy film that follows a young hero's quest to save the world from darkness."""
2144,Sixteen Candles ,Comedy,1984,Sixteen Candles is a classic 1980s coming-of-age comedy that follows a high school girl's hilarious and heartfelt journey through the ups and downs of teenage life.
2145,Pretty in Pink ,"Comedy,Drama,Romance",1986,"""Pretty in Pink is a classic 80s teen romance that explores social class divides and the complexities of young love."""
2146,St. Elmo's Fire ,"Drama,Romance",1985,"St. Elmo's Fire (1985) is a coming-of-age drama that follows a group of recent college graduates as they navigate love, friendship, and the challenges of adulthood."
2147,"Clan of the Cave Bear, The ",Drama,1986,"Clan of the Cave Bear (1986) is a visually stunning but flawed adaptation of Jean M. Auel's novel, exploring the struggles and triumphs of a prehistoric woman."
2148,House ,"Comedy,Horror",1986,"""House (1986) is a quirky horror-comedy that follows a writer who moves into a haunted house and must confront his personal demons to save his son."""
2149,House II: The Second Story ,"Comedy,Horror",1987,House II: The Second Story (1987) is a bizarre horror-comedy sequel that follows a young man who discovers a portal to different dimensions in his ancestral home.
2150,"Gods Must Be Crazy, The ",Comedy,1980,"""The Gods Must Be Crazy"" is a hilarious South African comedy that follows the misadventures of a bushman who encounters modern civilization for the first time."
2151,"Gods Must Be Crazy II, The ",Comedy,1989,"In this hilarious sequel, a bushman embarks on a wild adventure to return a stolen Coca-Cola bottle, encountering quirky characters and uproarious situations along the way."
2152,Air Bud: Golden Receiver ,"Children's,Comedy",1998,"Air Bud: Golden Receiver (1998) is a heartwarming family film about a talented golden retriever who becomes a football star, bringing joy and inspiration to his team."
2153,"Avengers, The ","Action,Adventure",1998,"A disappointing and poorly executed adaptation of the beloved comic book series, Avengers (1998) fails to capture the essence and excitement of its source material."
2154,How Stella Got Her Groove Back ,"Drama,Romance",1998,"""How Stella Got Her Groove Back"" (1998) is a heartwarming romantic drama about a successful woman who finds love and rediscover herself while on vacation in Jamaica."
2155,"Slums of Beverly Hills, The ",Comedy,1998,"""Slums of Beverly Hills (1998) is a coming-of-age comedy-drama that follows a teenage girl navigating her dysfunctional family and adolescence in the glamorous yet eccentric world of Beverly Hills."""
2156,"Best Man, The (Il Testimone dello sposo) ","Comedy,Drama",1997,"Best Man, The (Il Testimone dello sposo) is a hilarious Italian comedy about a man who becomes the witness to his best friend's disastrous wedding."
2157,"Chambermaid on the Titanic, The ",Romance,1998,"A captivating and sensual drama set on the Titanic, exploring the fantasies and desires of a chambermaid who becomes infatuated with the legendary ship."
2158,"Henry: Portrait of a Serial Killer, Part 2 ","Crime,Horror",1996,"Henry: Portrait of a Serial Killer, Part 2 (1996) is a disturbing and gritty continuation of the original, delving deeper into the twisted mind of its titular character."
2159,Henry: Portrait of a Serial Killer ,"Crime,Horror",1990,"""Disturbing and chilling, 'Henry: Portrait of a Serial Killer' delves into the mind of a remorseless killer, leaving audiences unsettled with its raw and unflinching portrayal."""
2160,Rosemary's Baby ,"Horror,Thriller",1968,"""Rosemary's Baby is a chilling psychological horror film that explores the sinister secrets surrounding a young couple's pregnancy."""
2161,"NeverEnding Story, The ","Adventure,Children's,Fantasy",1984,"A young boy discovers a magical book that transports him to the enchanting world of Fantasia, where he must save it from destruction."
2162,"NeverEnding Story II: The Next Chapter, The ","Adventure,Children's,Fantasy",1990,NeverEnding Story II: The Next Chapter (1990) is a fantastical adventure where a young boy must save Fantasia from the evil sorceress Xayide with the help of his magical book.
2163,Attack of the Killer Tomatoes! ,"Comedy,Horror",1980,Attack of the Killer Tomatoes! (1980) is a hilariously campy B-movie spoof about a town under siege by murderous tomatoes.
2164,Surf Nazis Must Die ,Drama,1987,"""Surf Nazis Must Die (1987) is a low-budget, post-apocalyptic film filled with cheesy dialogue and over-the-top violence, following a mother seeking revenge against a gang of surfers turned ruthless killers."""
2165,Your Friends and Neighbors ,Drama,1998,"""Your Friends and Neighbors (1998) is a dark comedy that explores the complexities of relationships, exposing the raw and often uncomfortable truths about human nature."""
2166,Return to Paradise ,"Drama,Romance",1998,"""Return to Paradise is a gripping drama that explores the moral dilemma faced by three friends when one is sentenced to death in Malaysia."""
2167,Blade ,"Action,Adventure,Horror",1998,"Blade (1998) is a thrilling action-horror film about a half-vampire, half-human warrior who hunts and slays vampires to protect humanity."
2168,Dance with Me ,"Drama,Romance",1998,"""Dance with Me"" is a heartwarming romantic drama that follows a Cuban dancer who finds love and redemption in an American dance studio."
2169,Dead Man on Campus ,Comedy,1998,"""Dead Man on Campus"" is a dark comedy about two college students who try to find a suicidal roommate to guarantee their own academic success."
2170,Wrongfully Accused ,"Action,Comedy",1998,"""Wrongfully Accused"" is a hilarious parody film from 1998 that follows a man on the run as he tries to clear his name after being framed for murder."
2171,"Next Stop, Wonderland ","Comedy,Drama,Romance",1998,"Next Stop, Wonderland is a charming romantic comedy that follows the serendipitous journey of a woman searching for love in Boston."
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) ",Comedy,1998,"""Strike! (a.k.a. All I Wanna Do, The Hairy Bird) is a hilarious and empowering coming-of-age comedy set in an all-girls boarding school in the 1960s."""
2173,"Navigator: A Mediaeval Odyssey, The ","Adventure,Fantasy,Sci-Fi",1988,"""Navigator: A Mediaeval Odyssey"" is a visually stunning and thought-provoking film that follows a group of 14th-century villagers as they navigate through time to save their community."
2174,Beetlejuice ,"Comedy,Fantasy",1988,"""Beetlejuice is a darkly comedic and visually stunning film about a recently deceased couple who hire a mischievous ghost to scare away the new inhabitants of their home."""
2175,Déjà Vu ,"Drama,Romance",1997,"Déjà Vu (1997) is a mind-bending thriller that explores the concept of time travel and its consequences, keeping audiences on the edge of their seats."
2176,Rope ,Thriller,1948,"""Alfred Hitchcock's suspenseful thriller follows two friends who commit a murder and host a dinner party with the victim's body hidden in plain sight."""
2177,Family Plot ,"Comedy,Thriller",1976,"""Family Plot"" is a thrilling and comedic Hitchcockian mystery about a fake psychic and her cab driver boyfriend who stumble upon a dangerous kidnapping scheme."
2178,Frenzy ,Thriller,1972,"""Frenzy"" is a gripping and intense thriller directed by Alfred Hitchcock, exploring the dark and twisted mind of a serial killer terrorizing London."
2179,Topaz ,Thriller,1969,"""Topaz is a gripping Cold War thriller directed by Alfred Hitchcock, filled with suspense and political intrigue, set against the backdrop of international espionage."""
2180,Torn Curtain ,Thriller,1966,"""Torn Curtain"" is a suspenseful Cold War thriller directed by Alfred Hitchcock, following an American scientist's attempt to defect behind the Iron Curtain."
2181,Marnie ,Thriller,1964,"""Marnie"" (1964) is a psychological thriller directed by Alfred Hitchcock, exploring the complex and troubled life of a compulsive thief played by Tippi Hedren."
2182,"Wrong Man, The ","Drama,Film-Noir,Thriller",1956,"The Wrong Man (1956) is a gripping psychological thriller directed by Alfred Hitchcock, based on a true story of mistaken identity and the devastating consequences that follow."
2183,"Man Who Knew Too Much, The ",Thriller,1956,Alfred Hitchcock's suspenseful thriller follows an American family caught in a web of international espionage and a race against time to save their kidnapped child.
2184,"Trouble with Harry, The ","Mystery,Thriller",1955,A dark comedy mystery where a small town is thrown into chaos when a dead body keeps getting discovered and the residents try to hide their involvement.
2185,I Confess ,Thriller,1953,"""I Confess"" (1953) is a gripping Hitchcockian thriller about a priest who becomes the prime suspect in a murder and must maintain his vow of silence."
2186,Strangers on a Train ,"Film-Noir,Thriller",1951,"""Strangers on a Train"" is a gripping Hitchcock thriller about two strangers who meet on a train and plot to commit each other's perfect murder."
2187,Stage Fright ,"Mystery,Thriller",1950,Stage Fright (1950) is a gripping Hitchcockian thriller about a struggling actress who becomes entangled in a murder investigation to clear her lover's name.
2188,54 ,Drama,1998,"""54"" is a 1998 drama film set in the iconic Studio 54 nightclub, exploring the rise and fall of its employees amidst sex, drugs, and disco."
2189,I Married A Strange Person ,Animation,1997,"""I Married A Strange Person"" is a bizarre and surreal animated film that explores the consequences of a man's newfound ability to manipulate reality."
2190,Why Do Fools Fall In Love? ,Drama,1998,"""Why Do Fools Fall In Love?"" is a lively and entertaining biographical film that explores the tumultuous love life of 1950s rock 'n' roll legend, Frankie Lymon."
2191,"Merry War, A ",Comedy,1997,"A charming romantic comedy set in the publishing world, A Merry War follows the tumultuous relationship between two writers."
2192,See the Sea (Regarde la mer) ,Drama,1997,"""See the Sea (Regarde la mer) is a haunting French psychological thriller that explores isolation, obsession, and the dark depths of human nature."""
2193,Willow ,"Action,Adventure,Fantasy",1988,"""Willow is a fantasy adventure film about a young farmer who embarks on a perilous journey to protect a baby destined to overthrow an evil queen."""
2194,"Untouchables, The ","Action,Crime,Drama",1987,Untouchables (1987) is a gripping crime drama that follows Eliot Ness and his team as they take on Al Capone during the Prohibition era in Chicago.
2195,Dirty Work ,Comedy,1998,"Dirty Work is a hilarious comedy about two friends who start a revenge-for-hire business, leading to outrageous and uproarious situations."
2196,Knock Off ,Action,1998,"""Knock Off (1998) is a forgettable action film starring Jean-Claude Van Damme, filled with clichéd plotlines and lackluster performances."""
2197,Firelight ,Drama,1997,"""Firelight (1997) is a passionate period drama about a forbidden love affair between a governess and a wealthy landowner, set in 19th century England."""
2198,Modulations ,Documentary,1998,"""Modulations (1998) is a captivating documentary that explores the evolution of electronic music and its impact on culture, featuring interviews with influential artists."""
2199,Phoenix ,"Crime,Drama",1998,"""Phoenix (1998) is a gripping neo-noir thriller about a former cop turned private detective who gets entangled in a web of corruption and deceit."""
2200,Under Capricorn ,Drama,1949,"""Under Capricorn"" is a 1949 period drama directed by Alfred Hitchcock, set in colonial Australia, exploring love, secrets, and redemption."
2201,"Paradine Case, The ",Drama,1947,"A gripping courtroom drama directed by Alfred Hitchcock, The Paradine Case follows a lawyer defending a woman accused of murder, leading to unexpected twists and revelations."
2202,Lifeboat ,"Drama,Thriller,War",1944,"""Alfred Hitchcock's gripping thriller, Lifeboat, follows the intense psychological drama that unfolds when survivors of a shipwreck are forced to share a lifeboat with their enemy."""
2203,Shadow of a Doubt ,"Film-Noir,Thriller",1943,"""Alfred Hitchcock's psychological thriller follows a young girl who suspects her beloved uncle may be a notorious serial killer."""
2204,Saboteur ,Thriller,1942,"Saboteur is a thrilling Hitchcockian wartime suspense film about an innocent man on the run, trying to clear his name and stop a Nazi spy ring."
2205,Mr. & Mrs. Smith ,Comedy,1941,"""Mr. & Mrs. Smith (1941) is a delightful screwball comedy about a married couple who discover they are not legally wed, leading to hilarious complications."""
2206,Suspicion ,"Mystery,Thriller",1941,"""Suspicion"" (1941) is a gripping psychological thriller directed by Alfred Hitchcock, exploring the dark and suspenseful journey of a woman who suspects her husband of murder."
2207,Jamaica Inn ,Drama,1939,"""Jamaica Inn (1939) is a thrilling period drama set in 19th century Cornwall, filled with mystery, romance, and suspense."""
2208,"Lady Vanishes, The ","Comedy,Mystery,Romance,Thriller",1938,"A suspenseful and clever British mystery film about a woman who mysteriously disappears on a train, leaving her fellow passengers to unravel the truth."
2209,Young and Innocent ,"Crime,Thriller",1937,"Young and Innocent (1937) is a gripping thriller directed by Alfred Hitchcock, following a man's quest to clear his name after being wrongly accused of murder."
2210,Sabotage ,Thriller,1936,"Sabotage (1936) is a gripping thriller directed by Alfred Hitchcock, exploring the consequences of terrorism and the moral dilemmas faced by its characters."
2211,Secret Agent ,Thriller,1936,"""Secret Agent"" is a thrilling espionage film set during World War I, following a British agent's mission to eliminate enemy spies."
2212,"Man Who Knew Too Much, The ",Thriller,1934,"""The Man Who Knew Too Much"" (1934) is a thrilling Hitchcock masterpiece about an ordinary couple caught up in an international assassination plot."
2213,Waltzes from Vienna ,"Comedy,Musical",1933,"""Waltzes from Vienna"" is a charming musical film set in 19th-century Vienna, showcasing the life and music of composer Johann Strauss II."
2214,Number Seventeen ,Thriller,1932,"""Number Seventeen is a thrilling and suspenseful British film noir that follows a group of strangers trapped in a mysterious house, unraveling secrets and facing danger."""
2215,Rich and Strange ,"Comedy,Romance",1932,"""Rich and Strange (1932) is a captivating tale of a couple's journey to self-discovery as they navigate the complexities of wealth, love, and adventure."""
2216,"Skin Game, The ",Drama,1931,"""Skin Game"" is a thought-provoking drama released in 1931 that explores the complexities of racial prejudice and identity through a compelling story."
2217,Elstree Calling ,"Comedy,Musical",1930,"""Elstree Calling"" is a unique and entertaining musical revue that showcases various acts and talents, capturing the spirit of early British cinema."
2218,Juno and Paycock ,Drama,1930,"Juno and Paycock (1930) is a gripping drama that explores the struggles of an Irish family during the Irish Civil War, with exceptional performances and emotional depth."
2219,Murder! ,"Mystery,Thriller",1930,Murder! is a gripping and suspenseful murder mystery that keeps viewers on the edge of their seats with its clever plot twists and compelling performances.
2220,"Manxman, The ",Drama,1929,"The Manxman (1929) is a gripping romantic drama directed by Alfred Hitchcock, exploring the complexities of love, loyalty, and betrayal on the Isle of Man."
2221,Blackmail ,Thriller,1929,"""Blackmail"" (1929) is a gripping British thriller directed by Alfred Hitchcock, exploring the consequences of a woman's desperate act and the ensuing blackmail."
2222,Champagne ,Comedy,1928,"""Champagne"" (1928) is a delightful silent comedy directed by Alfred Hitchcock, following the misadventures of a wealthy woman who must learn the value of money."
2223,"Farmer's Wife, The ",Comedy,1928,"""Farmer's Wife"" is a charming silent film from 1928 that follows a widowed farmer's quest for love and the humorous obstacles he encounters along the way."
2224,Downhill ,Drama,1927,"""Downhill"" (1927) is a gripping silent drama directed by Alfred Hitchcock, exploring the downfall of a young man accused of a crime he didn't commit."
2225,Easy Virtue ,Drama,1927,"""Easy Virtue (1927) is a captivating silent film that explores the clash of social classes and the consequences of scandalous love affairs."""
2226,"Ring, The ",Drama,1927,"""The Ring (1927) is a gripping silent film directed by Alfred Hitchcock, exploring the world of boxing and the complexities of love and jealousy."""
2227,"Lodger, The ",Thriller,1926,"""The Lodger"" is a suspenseful silent film directed by Alfred Hitchcock, following the hunt for a serial killer in London."
2228,"Mountain Eagle, The ",Drama,1926,"""The Mountain Eagle (1926) is a silent drama directed by Alfred Hitchcock, exploring themes of love, betrayal, and redemption in a small village."""
2229,"Pleasure Garden, The ",Drama,1925,"""The Pleasure Garden"" (1925) is a silent film directed by Alfred Hitchcock, exploring the dark side of show business through a tale of love, betrayal, and tragedy."
2230,Always Tell Your Wife ,Comedy,1923,"""Always Tell Your Wife"" is a silent comedy film from 1923 that follows the hilarious misadventures of a man trying to hide his gambling habit from his wife."
2231,Rounders ,"Crime,Drama",1998,"""Rounders is a gripping drama about a talented poker player who risks everything to save his friend from a dangerous gambling debt."""
2232,Cube ,"Sci-Fi,Thriller",1997,A group of strangers trapped in a deadly maze of interconnected cubes must work together to escape before time runs out.
2233,Digging to China ,Drama,1998,"""Digging to China"" is a heartwarming coming-of-age drama about a young girl who befriends an eccentric older man while searching for her place in the world."
2234,Let's Talk About Sex ,Drama,1998,"""Let's Talk About Sex"" is a bold and provocative comedy that explores the complexities and taboos surrounding sexuality in a refreshingly honest way."
2235,One Man's Hero ,"Drama,War",1999,"""One Man's Hero"" is a gripping historical drama set during the Mexican-American War, following a group of Irish immigrants who join the Mexican army to fight for their freedom."
2236,Simon Birch ,Drama,1998,"""Simon Birch is a heartwarming and poignant coming-of-age film about a young boy with dwarfism who believes he has a special purpose in life."""
2237,Without Limits ,Drama,1998,"""Without Limits"" is a biographical sports drama that follows the life of legendary runner Steve Prefontaine, showcasing his determination and rebellious spirit."
2238,Seven Beauties (Pasqualino Settebellezze) ,"Comedy,Drama",1976,"""Seven Beauties"" is a dark and provocative Italian film that follows the journey of a man's survival during World War II, exploring themes of morality and desperation."
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) ,"Comedy,Drama",1975,"""Swept Away"" is a 1975 Italian film directed by Lina Wertmüller, depicting the unexpected romance between a wealthy woman and a sailor stranded on a deserted island."
2240,My Bodyguard ,Drama,1980,"""My Bodyguard"" is a heartwarming coming-of-age film about a high school student who hires a tough classmate to protect him from bullies."
2241,Class ,Comedy,1983,"""Class (1983) is a coming-of-age drama that explores the complicated relationship between a high school student and his older roommate."""
2242,"Grandview, U.S.A. ",Drama,1984,"""Grandview, U.S.A."" is a charming coming-of-age film set in a small town, exploring the dreams and struggles of its young residents."
2243,Broadcast News ,"Comedy,Drama,Romance",1987,"Broadcast News is a witty and insightful dramedy that explores the behind-the-scenes chaos of a television newsroom, tackling themes of ambition, ethics, and love."
2244,"Allnighter, The ","Comedy,Romance",1987,"""Allnighter"" is a 1987 comedy film about a college student who embarks on a wild adventure to find his missing girlfriend."
2245,Working Girl ,"Comedy,Drama",1988,"""Working Girl"" is a charming and empowering 1988 comedy-drama that follows a determined secretary's journey to break the glass ceiling in the corporate world."
2246,Stars and Bars ,Comedy,1988,"""Stars and Bars"" is a quirky comedy about an art expert's misadventures in the American South while trying to authenticate a rare painting."
2247,Married to the Mob ,Comedy,1988,"""Married to the Mob (1988) is a hilarious mobster comedy that follows a woman's journey to escape her husband's criminal life while finding unexpected love."""
2248,Say Anything... ,"Comedy,Drama,Romance",1989,"""Say Anything... is a heartfelt coming-of-age romantic comedy that explores first love and the complexities of relationships with genuine performances and memorable moments."""
2249,My Blue Heaven ,Comedy,1990,"""My Blue Heaven"" is a lighthearted comedy about a former mobster in witness protection, starring Steve Martin and Rick Moranis."
2250,Men Don't Leave ,Drama,1990,"""Men Don't Leave"" is a heartfelt drama that explores the struggles of a widow and her two sons as they navigate grief, love, and new beginnings."
2251,"Cabinet of Dr. Ramirez, The ",Comedy,1991,"""The Cabinet of Dr. Ramirez (1991) is a surreal and visually stunning horror film that explores the dark secrets of a mysterious doctor's cabinet."""
2252,Hero ,"Comedy,Drama",1992,"""Hero (1992) is a visually stunning martial arts film that explores themes of honor, sacrifice, and redemption through breathtaking action sequences."""
2253,Toys ,"Action,Comedy,Fantasy",1992,"""Toys"" (1992) is a whimsical and visually stunning film that explores the power of imagination and the battle between creativity and militarism."
2254,Choices ,Drama,1981,"""Choices"" is a thought-provoking drama that explores the consequences of one man's decisions and the impact they have on his life and relationships."
2255,Young Doctors in Love ,Comedy,1982,"""Young Doctors in Love"" is a hilarious 1982 comedy that satirizes the medical profession with its zany characters and outrageous situations."
2256,Parasite ,"Horror,Sci-Fi",1982,"""Parasite (1982) is a gripping and thought-provoking thriller that explores the dark side of human nature through a tale of manipulation and deceit."""
2257,No Small Affair ,"Comedy,Romance",1984,No Small Affair is a charming coming-of-age romantic comedy that explores the complexities of love and ambition through the lens of a young photographer.
2258,Master Ninja I ,Action,1984,"""Master Ninja I (1984) is an action-packed martial arts film featuring a skilled ninja who teams up with a trucker to take down a dangerous criminal organization."""
2259,Blame It on Rio ,"Comedy,Romance",1984,"""Blame It on Rio (1984) is a controversial comedy about a man who falls for his best friend's daughter during a vacation in Brazil."""
2260,Wisdom ,"Action,Crime",1986,"Wisdom (1986) is a crime drama directed by Emilio Estevez, where a young couple turns to robbing banks to fight against corporate greed."
2261,One Crazy Summer ,Comedy,1986,"""One Crazy Summer"" is a lighthearted 1980s comedy about a high school graduate who spends his summer on Nantucket Island, encountering wacky adventures and unexpected romance."
2262,About Last Night... ,"Comedy,Drama,Romance",1986,"About Last Night... is a romantic comedy-drama that follows the ups and downs of two couples navigating love, lust, and commitment in modern-day Chicago."
2263,"Seventh Sign, The ",Thriller,1988,"""The Seventh Sign (1988) is a supernatural thriller that explores biblical prophecies and the impending apocalypse, with Demi Moore delivering a compelling performance."""
2264,We're No Angels ,Drama,1989,"""We're No Angels"" is a charming and hilarious comedy about two escaped convicts who pose as priests to help a struggling family during Christmas."
2265,Nothing But Trouble ,"Adventure,Comedy",1991,"""Nothing But Trouble is a bizarre and chaotic comedy that fails to deliver laughs, despite its talented cast and unique premise."""
2266,"Butcher's Wife, The ","Comedy,Romance",1991,A clairvoyant woman marries a butcher and uses her psychic abilities to help the people in her neighborhood.
2267,Mortal Thoughts ,"Mystery,Thriller",1991,"""Mortal Thoughts (1991) is a gripping psychological thriller that delves into the dark secrets and twisted relationships of two best friends involved in a murder investigation."""
